As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive,Netflix Release Date,Days In Top 10,Viewership Score
28-06-2021,10,10,4,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",24,175
29-06-2021,1,2,2,Manifest,TV Show,,"Jun 10, 2021",19,179
29-06-2021,2,1,-,The Ice Road,Movie,Yes,"Jun 25, 2021",4,39
29-06-2021,3,4,-,Sex/Life,TV Show,Yes,"Jun 25, 2021",4,27
29-06-2021,4,-,-,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",13,73
29-06-2021,5,3,1,Fatherhood,Movie,Yes,"Jun 18, 2021",11,98
29-06-2021,6,7,6,Cocomelon,TV Show,,"Jun 1, 2020",249,881
29-06-2021,7,6,-,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",21,125
29-06-2021,8,5,-,Good on Paper,Movie,Yes,"Jun 23, 2021",6,33
29-06-2021,9,9,3,Wish Dragon,Movie,Yes,"Jun 11, 2021",18,120
29-06-2021,10,10,4,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",25,176
30-06-2021,1,1,2,Manifest,TV Show,,"Jun 10, 2021",20,189
30-06-2021,2,2,-,The Ice Road,Movie,Yes,"Jun 25, 2021",5,48
30-06-2021,3,3,-,Sex/Life,TV Show,Yes,"Jun 25, 2021",5,35
30-06-2021,4,4,-,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",14,80
30-06-2021,5,5,1,Fatherhood,Movie,Yes,"Jun 18, 2021",12,104
30-06-2021,6,6,4,Cocomelon,TV Show,,"Jun 1, 2020",250,886
30-06-2021,7,7,-,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",22,129
30-06-2021,8,8,-,Good on Paper,Movie,Yes,"Jun 23, 2021",7,36
30-06-2021,9,9,3,Wish Dragon,Movie,Yes,"Jun 11, 2021",19,122
30-06-2021,10,10,5,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",26,177
01-07-2021,1,1,1,Manifest,TV Show,,"Jun 10, 2021",21,199
01-07-2021,2,7,3,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",23,138
01-07-2021,3,3,-,Sex/Life,TV Show,Yes,"Jun 25, 2021",6,43
01-07-2021,4,2,-,The Ice Road,Movie,Yes,"Jun 25, 2021",6,55
01-07-2021,5,5,2,Fatherhood,Movie,Yes,"Jun 18, 2021",13,110
01-07-2021,6,4,-,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",15,85
01-07-2021,7,6,4,Cocomelon,TV Show,,"Jun 1, 2020",251,890
01-07-2021,8,-,-,Sophie: A Murder in West Cork,TV Show,Yes,"Jun 30, 2021",1,3
01-07-2021,9,9,5,Wish Dragon,Movie,Yes,"Jun 11, 2021",20,124
01-07-2021,10,8,6,Good on Paper,Movie,Yes,"Jun 23, 2021",8,37
02-07-2021,1,1,1,Manifest,TV Show,,"Jun 10, 2021",22,209
02-07-2021,2,2,3,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",24,147
02-07-2021,3,3,-,Sex/Life,TV Show,Yes,"Jun 25, 2021",7,51
02-07-2021,4,4,-,The Ice Road,Movie,Yes,"Jun 25, 2021",7,62
02-07-2021,5,8,-,Sophie: A Murder in West Cork,TV Show,Yes,"Jun 30, 2021",2,9
02-07-2021,6,5,2,Fatherhood,Movie,Yes,"Jun 18, 2021",14,115
02-07-2021,7,7,5,Cocomelon,TV Show,,"Jun 1, 2020",252,894
02-07-2021,8,6,-,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",16,88
02-07-2021,9,-,-,The Bureau of Magical Things,TV Show,,"Jul 1, 2021",1,2
02-07-2021,10,9,6,Wish Dragon,Movie,Yes,"Jun 11, 2021",21,125
03-07-2021,1,1,2,Manifest,TV Show,,"Jun 10, 2021",23,219
03-07-2021,2,3,6,Sex/Life,TV Show,Yes,"Jun 25, 2021",8,60
03-07-2021,3,-,-,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",1,8
03-07-2021,4,2,4,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",25,154
03-07-2021,5,4,1,The Ice Road,Movie,Yes,"Jun 25, 2021",8,68
03-07-2021,6,6,3,Fatherhood,Movie,Yes,"Jun 18, 2021",15,120
03-07-2021,7,9,-,The Bureau of Magical Things,TV Show,,"Jul 1, 2021",2,6
03-07-2021,8,7,7,Cocomelon,TV Show,,"Jun 1, 2020",253,897
03-07-2021,9,5,-,Sophie: A Murder in West Cork,TV Show,Yes,"Jun 30, 2021",3,11
03-07-2021,10,8,-,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",17,89
04-07-2021,1,1,2,Manifest,TV Show,,"Jun 10, 2021",24,229
04-07-2021,2,3,-,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",2,17
04-07-2021,3,2,4,Sex/Life,TV Show,Yes,"Jun 25, 2021",9,68
04-07-2021,4,4,6,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",26,161
04-07-2021,5,5,1,The Ice Road,Movie,Yes,"Jun 25, 2021",9,74
04-07-2021,6,6,3,Fatherhood,Movie,Yes,"Jun 18, 2021",16,125
04-07-2021,7,-,-,Mother's Day,Movie,,"Jul 1, 2021",1,4
04-07-2021,8,8,7,Cocomelon,TV Show,,"Jun 1, 2020",254,900
04-07-2021,9,7,-,The Bureau of Magical Things,TV Show,,"Jul 1, 2021",3,8
04-07-2021,10,9,-,Sophie: A Murder in West Cork,TV Show,Yes,"Jun 30, 2021",4,12
05-07-2021,1,1,2,Manifest,TV Show,,"Jun 10, 2021",25,239
05-07-2021,2,3,4,Sex/Life,TV Show,Yes,"Jun 25, 2021",10,77
05-07-2021,3,2,-,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",3,25
05-07-2021,4,7,-,Mother's Day,Movie,,"Jul 1, 2021",2,11
05-07-2021,5,4,6,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",27,167
05-07-2021,6,5,1,The Ice Road,Movie,Yes,"Jun 25, 2021",10,79
05-07-2021,7,9,-,The Bureau of Magical Things,TV Show,,"Jul 1, 2021",4,12
05-07-2021,8,6,3,Fatherhood,Movie,Yes,"Jun 18, 2021",17,128
05-07-2021,9,8,7,Cocomelon,TV Show,,"Jun 1, 2020",255,902
05-07-2021,10,-,-,Talladega Nights: The Balla…,Movie,,"Jul 1, 2021",1,1
06-07-2021,1,1,1,Manifest,TV Show,,"Jun 10, 2021",26,249
06-07-2021,2,2,3,Sex/Life,TV Show,Yes,"Jun 25, 2021",11,86
06-07-2021,3,3,-,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",4,33
06-07-2021,4,4,-,Mother's Day,Movie,,"Jul 1, 2021",3,18
06-07-2021,5,5,7,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",28,173
06-07-2021,6,10,-,Talladega Nights: The Balla…,Movie,,"Jul 1, 2021",2,6
06-07-2021,7,6,2,The Ice Road,Movie,Yes,"Jun 25, 2021",11,83
06-07-2021,8,7,-,The Bureau of Magical Things,TV Show,,"Jul 1, 2021",5,15
06-07-2021,9,9,6,Cocomelon,TV Show,,"Jun 1, 2020",256,904
06-07-2021,10,8,5,Fatherhood,Movie,Yes,"Jun 18, 2021",18,129
07-07-2021,1,1,1,Manifest,TV Show,,"Jun 10, 2021",27,259
07-07-2021,2,2,3,Sex/Life,TV Show,Yes,"Jun 25, 2021",12,95
07-07-2021,3,5,7,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",29,181
07-07-2021,4,4,-,Mother's Day,Movie,,"Jul 1, 2021",4,25
07-07-2021,5,3,-,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",5,39
07-07-2021,6,9,6,Cocomelon,TV Show,,"Jun 1, 2020",257,909
07-07-2021,7,8,-,The Bureau of Magical Things,TV Show,,"Jul 1, 2021",6,19
07-07-2021,8,6,-,Talladega Nights: The Balla…,Movie,,"Jul 1, 2021",3,9
07-07-2021,9,-,-,Kung Fu Panda,Movie,,"Jul 1, 2021",1,2
07-07-2021,10,7,2,The Ice Road,Movie,Yes,"Jun 25, 2021",12,84
08-07-2021,1,1,1,Manifest,TV Show,,"Jun 10, 2021",28,269
08-07-2021,2,2,3,Sex/Life,TV Show,Yes,"Jun 25, 2021",13,104
08-07-2021,3,4,-,Mother's Day,Movie,,"Jul 1, 2021",5,33
08-07-2021,4,3,2,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",30,188
08-07-2021,5,6,7,Cocomelon,TV Show,,"Jun 1, 2020",258,915
08-07-2021,6,5,-,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",6,44
08-07-2021,7,7,-,The Bureau of Magical Things,TV Show,,"Jul 1, 2021",7,23
08-07-2021,8,8,-,Talladega Nights: The Balla…,Movie,,"Jul 1, 2021",4,12
08-07-2021,9,9,-,Kung Fu Panda,Movie,,"Jul 1, 2021",2,4
08-07-2021,10,10,4,The Ice Road,Movie,Yes,"Jun 25, 2021",13,85
09-07-2021,1,1,1,Manifest,TV Show,,"Jun 10, 2021",29,279
09-07-2021,2,2,3,Sex/Life,TV Show,Yes,"Jun 25, 2021",14,113
09-07-2021,3,-,-,Resident Evil: Infinite Dar…,TV Show,Yes,"Jul 8, 2021",1,8
09-07-2021,4,3,-,Mother's Day,Movie,,"Jul 1, 2021",6,40
09-07-2021,5,4,2,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",31,194
09-07-2021,6,5,7,Cocomelon,TV Show,,"Jun 1, 2020",259,920
09-07-2021,7,-,-,Major Grom: Plague Doctor,Movie,Yes,"Jul 7, 2021",1,4
09-07-2021,8,6,-,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",7,47
09-07-2021,9,8,-,Talladega Nights: The Balla…,Movie,,"Jul 1, 2021",5,14
09-07-2021,10,9,-,Kung Fu Panda,Movie,,"Jul 1, 2021",3,5
10-07-2021,1,-,-,Virgin River,TV Show,Yes,"Dec 6, 2019",28,175
10-07-2021,2,1,1,Manifest,TV Show,,"Jun 10, 2021",30,288
10-07-2021,3,2,2,Sex/Life,TV Show,Yes,"Jun 25, 2021",15,121
10-07-2021,4,-,-,Fear Street Part 2: 1978,Movie,Yes,"Jul 9, 2021",1,7
10-07-2021,5,-,-,Atypical,TV Show,Yes,"Aug 11, 2017",1,6
10-07-2021,6,3,-,Resident Evil: Infinite Dar…,TV Show,Yes,"Jul 8, 2021",2,13
10-07-2021,7,6,8,Cocomelon,TV Show,,"Jun 1, 2020",260,924
10-07-2021,8,8,3,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",8,50
10-07-2021,9,5,4,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",32,196
10-07-2021,10,4,-,Mother's Day,Movie,,"Jul 1, 2021",7,41
11-07-2021,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",29,185
11-07-2021,2,2,1,Manifest,TV Show,,"Jun 10, 2021",31,297
11-07-2021,3,3,3,Sex/Life,TV Show,Yes,"Jun 25, 2021",16,129
11-07-2021,4,5,-,Atypical,TV Show,Yes,"Aug 11, 2017",2,13
11-07-2021,5,4,-,Fear Street Part 2: 1978,Movie,Yes,"Jul 9, 2021",2,13
11-07-2021,6,-,-,Major Grom: Plague Doctor,Movie,Yes,"Jul 7, 2021",2,9
11-07-2021,7,8,2,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",9,54
11-07-2021,8,7,8,Cocomelon,TV Show,,"Jun 1, 2020",261,927
11-07-2021,9,6,-,Resident Evil: Infinite Dar…,TV Show,Yes,"Jul 8, 2021",3,15
11-07-2021,10,10,7,Mother's Day,Movie,,"Jul 1, 2021",8,42
12-07-2021,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",30,195
12-07-2021,2,2,1,Manifest,TV Show,,"Jun 10, 2021",32,306
12-07-2021,3,4,-,Atypical,TV Show,Yes,"Aug 11, 2017",3,21
12-07-2021,4,3,2,Sex/Life,TV Show,Yes,"Jun 25, 2021",17,136
12-07-2021,5,5,-,Fear Street Part 2: 1978,Movie,Yes,"Jul 9, 2021",3,19
12-07-2021,6,6,-,Major Grom: Plague Doctor,Movie,Yes,"Jul 7, 2021",3,14
12-07-2021,7,7,3,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",10,58
12-07-2021,8,8,9,Cocomelon,TV Show,,"Jun 1, 2020",262,930
12-07-2021,9,10,4,Mother's Day,Movie,,"Jul 1, 2021",9,44
12-07-2021,10,9,-,Resident Evil: Infinite Dar…,TV Show,Yes,"Jul 8, 2021",4,16
13-07-2021,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",31,205
13-07-2021,2,2,1,Manifest,TV Show,,"Jun 10, 2021",33,315
13-07-2021,3,3,-,Atypical,TV Show,Yes,"Aug 11, 2017",4,29
13-07-2021,4,4,2,Sex/Life,TV Show,Yes,"Jun 25, 2021",18,143
13-07-2021,5,5,-,Fear Street Part 2: 1978,Movie,Yes,"Jul 9, 2021",4,25
13-07-2021,6,6,-,Major Grom: Plague Doctor,Movie,Yes,"Jul 7, 2021",4,19
13-07-2021,7,8,9,Cocomelon,TV Show,,"Jun 1, 2020",263,934
13-07-2021,8,7,3,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",11,61
13-07-2021,9,-,5,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",33,198
13-07-2021,10,-,-,The Cook of Castamar,TV Show,Yes,"Jul 9, 2021",1,1
14-07-2021,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",32,215
14-07-2021,2,2,1,Manifest,TV Show,,"Jun 10, 2021",34,324
14-07-2021,3,3,-,Atypical,TV Show,Yes,"Aug 11, 2017",5,37
14-07-2021,4,4,2,Sex/Life,TV Show,Yes,"Jun 25, 2021",19,150
14-07-2021,5,7,6,Cocomelon,TV Show,,"Jun 1, 2020",264,940
14-07-2021,6,5,-,Fear Street Part 2: 1978,Movie,Yes,"Jul 9, 2021",5,30
14-07-2021,7,6,-,Major Grom: Plague Doctor,Movie,Yes,"Jul 7, 2021",5,23
14-07-2021,8,10,-,The Cook of Castamar,TV Show,Yes,"Jul 9, 2021",2,4
14-07-2021,9,8,5,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",12,63
14-07-2021,10,9,3,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",34,199
15-07-2021,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",33,225
15-07-2021,2,2,1,Manifest,TV Show,,"Jun 10, 2021",35,333
15-07-2021,3,-,-,Gunpowder Milkshake,Movie,Yes,"Jul 14, 2021",1,8
15-07-2021,4,4,2,Sex/Life,TV Show,Yes,"Jun 25, 2021",20,157
15-07-2021,5,3,-,Atypical,TV Show,Yes,"Aug 11, 2017",6,43
15-07-2021,6,5,5,Cocomelon,TV Show,,"Jun 1, 2020",265,945
15-07-2021,7,-,-,Heist,TV Show,Yes,"Jul 14, 2021",1,4
15-07-2021,8,6,-,Fear Street Part 2: 1978,Movie,Yes,"Jul 9, 2021",6,33
15-07-2021,9,8,-,The Cook of Castamar,TV Show,Yes,"Jul 9, 2021",3,6
15-07-2021,10,9,6,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",13,64
16-07-2021,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",34,235
16-07-2021,2,-,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",15,99
16-07-2021,3,3,-,Gunpowder Milkshake,Movie,Yes,"Jul 14, 2021",2,16
16-07-2021,4,2,1,Manifest,TV Show,,"Jun 10, 2021",36,340
16-07-2021,5,7,-,Heist,TV Show,Yes,"Jul 14, 2021",2,10
16-07-2021,6,4,2,Sex/Life,TV Show,Yes,"Jun 25, 2021",21,162
16-07-2021,7,5,-,Atypical,TV Show,Yes,"Aug 11, 2017",7,47
16-07-2021,8,6,6,Cocomelon,TV Show,,"Jun 1, 2020",266,948
16-07-2021,9,9,-,The Cook of Castamar,TV Show,Yes,"Jul 9, 2021",4,8
16-07-2021,10,8,-,Fear Street Part 2: 1978,Movie,Yes,"Jul 9, 2021",7,34
17-07-2021,1,2,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",16,109
17-07-2021,2,1,1,Virgin River,TV Show,Yes,"Dec 6, 2019",35,244
17-07-2021,3,-,-,Fear Street Part 3: 1666,Movie,Yes,"Jul 16, 2021",1,8
17-07-2021,4,3,-,Gunpowder Milkshake,Movie,Yes,"Jul 14, 2021",3,23
17-07-2021,5,5,-,Heist,TV Show,Yes,"Jul 14, 2021",3,16
17-07-2021,6,4,2,Manifest,TV Show,,"Jun 10, 2021",37,345
17-07-2021,7,-,-,Twilight,Movie,,"Mar 2, 2015",1,4
17-07-2021,8,6,3,Sex/Life,TV Show,Yes,"Jun 25, 2021",22,165
17-07-2021,9,7,5,Atypical,TV Show,Yes,"Aug 11, 2017",8,49
17-07-2021,10,8,7,Cocomelon,TV Show,,"Jun 1, 2020",267,949
18-07-2021,1,2,1,Virgin River,TV Show,Yes,"Dec 6, 2019",36,254
18-07-2021,2,1,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",17,118
18-07-2021,3,4,-,Gunpowder Milkshake,Movie,Yes,"Jul 14, 2021",4,31
18-07-2021,4,3,-,Fear Street Part 3: 1666,Movie,Yes,"Jul 16, 2021",2,15
18-07-2021,5,5,-,Heist,TV Show,Yes,"Jul 14, 2021",4,22
18-07-2021,6,7,-,Twilight,Movie,,"Mar 2, 2015",2,9
18-07-2021,7,6,2,Manifest,TV Show,,"Jun 10, 2021",38,349
18-07-2021,8,-,-,The Twilight Saga: New Moon,Movie,,"Jul 16, 2021",1,3
18-07-2021,9,8,3,Sex/Life,TV Show,Yes,"Jun 25, 2021",23,167
18-07-2021,10,10,8,Cocomelon,TV Show,,"Jun 1, 2020",268,950
19-07-2021,1,1,1,Virgin River,TV Show,Yes,"Dec 6, 2019",37,264
19-07-2021,2,2,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",18,127
19-07-2021,3,6,-,Twilight,Movie,,"Mar 2, 2015",3,17
19-07-2021,4,5,-,Heist,TV Show,Yes,"Jul 14, 2021",5,29
19-07-2021,5,3,-,Gunpowder Milkshake,Movie,Yes,"Jul 14, 2021",5,37
19-07-2021,6,7,2,Manifest,TV Show,,"Jun 10, 2021",39,354
19-07-2021,7,4,-,Fear Street Part 3: 1666,Movie,Yes,"Jul 16, 2021",3,19
19-07-2021,8,8,-,The Twilight Saga: New Moon,Movie,,"Jul 16, 2021",2,6
19-07-2021,9,9,4,Sex/Life,TV Show,Yes,"Jun 25, 2021",24,169
19-07-2021,10,-,-,The Twilight Saga: Eclipse,Movie,,"Jul 16, 2021",1,1
20-07-2021,1,1,1,Virgin River,TV Show,Yes,"Dec 6, 2019",38,274
20-07-2021,2,2,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",19,136
20-07-2021,3,3,-,Twilight,Movie,,"Mar 2, 2015",4,25
20-07-2021,4,6,2,Manifest,TV Show,,"Jun 10, 2021",40,361
20-07-2021,5,4,-,Heist,TV Show,Yes,"Jul 14, 2021",6,35
20-07-2021,6,8,-,The Twilight Saga: New Moon,Movie,,"Jul 16, 2021",3,11
20-07-2021,7,10,-,The Twilight Saga: Eclipse,Movie,,"Jul 16, 2021",2,5
20-07-2021,8,-,-,The Twilight Saga: Breaking…,Movie,,"Jul 16, 2021",1,3
20-07-2021,9,5,-,Gunpowder Milkshake,Movie,Yes,"Jul 14, 2021",6,39
20-07-2021,10,-,-,The Twilight Saga: Breaking…,Movie,,"Jul 16, 2021",1,1
21-07-2021,1,1,1,Virgin River,TV Show,Yes,"Dec 6, 2019",39,284
21-07-2021,2,2,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",20,145
21-07-2021,3,3,-,Twilight,Movie,,"Mar 2, 2015",5,33
21-07-2021,4,4,2,Manifest,TV Show,,"Jun 10, 2021",41,368
21-07-2021,5,6,-,The Twilight Saga: New Moon,Movie,,"Jul 16, 2021",4,17
21-07-2021,6,5,-,Heist,TV Show,Yes,"Jul 14, 2021",7,40
21-07-2021,7,8,-,The Twilight Saga: Breaking…,Movie,,"Jul 16, 2021",2,7
21-07-2021,8,7,-,The Twilight Saga: Eclipse,Movie,,"Jul 16, 2021",3,8
21-07-2021,9,10,-,The Twilight Saga: Breaking…,Movie,,"Jul 16, 2021",2,3
21-07-2021,10,-,4,Sex/Life,TV Show,Yes,"Jun 25, 2021",25,170
22-07-2021,1,1,1,Virgin River,TV Show,Yes,"Dec 6, 2019",40,294
22-07-2021,2,2,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",21,154
22-07-2021,3,3,-,Twilight,Movie,,"Mar 2, 2015",6,41
22-07-2021,4,4,2,Manifest,TV Show,,"Jun 10, 2021",42,375
22-07-2021,5,5,-,The Twilight Saga: New Moon,Movie,,"Jul 16, 2021",5,23
22-07-2021,6,6,7,Heist,TV Show,Yes,"Jul 14, 2021",8,45
22-07-2021,7,7,-,The Twilight Saga: Breaking…,Movie,,"Jul 16, 2021",3,11
22-07-2021,8,8,-,The Twilight Saga: Eclipse,Movie,,"Jul 16, 2021",4,11
22-07-2021,9,9,-,The Twilight Saga: Breaking…,Movie,,"Jul 16, 2021",3,5
22-07-2021,10,10,4,Sex/Life,TV Show,Yes,"Jun 25, 2021",26,171
23-07-2021,1,1,1,Virgin River,TV Show,Yes,"Dec 6, 2019",41,304
23-07-2021,2,2,2,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",22,163
23-07-2021,3,4,4,Manifest,TV Show,,"Jun 10, 2021",43,383
23-07-2021,4,3,-,Twilight,Movie,,"Mar 2, 2015",7,48
23-07-2021,5,5,-,The Twilight Saga: New Moon,Movie,,"Jul 16, 2021",6,29
23-07-2021,6,7,-,The Twilight Saga: Breaking…,Movie,,"Jul 16, 2021",4,16
23-07-2021,7,8,-,The Twilight Saga: Eclipse,Movie,,"Jul 16, 2021",5,15
23-07-2021,8,6,5,Heist,TV Show,Yes,"Jul 14, 2021",9,48
23-07-2021,9,-,-,Trollhunters: Rise of the T…,Movie,Yes,"Jul 21, 2021",1,2
23-07-2021,10,9,-,The Twilight Saga: Breaking…,Movie,,"Jul 16, 2021",4,6
24-07-2021,1,1,2,Virgin River,TV Show,Yes,"Dec 6, 2019",42,314
24-07-2021,2,2,1,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",23,172
24-07-2021,3,3,6,Manifest,TV Show,,"Jun 10, 2021",44,391
24-07-2021,4,4,7,Twilight,Movie,,"Mar 2, 2015",8,55
24-07-2021,5,-,-,Blood Red Sky,Movie,Yes,"Jul 23, 2021",1,6
24-07-2021,6,-,-,Masters of the Universe: Re…,TV Show,Yes,"Jul 23, 2021",1,5
24-07-2021,7,6,-,The Twilight Saga: Breaking…,Movie,,"Jul 16, 2021",5,20
24-07-2021,8,5,-,The Twilight Saga: New Moon,Movie,,"Jul 16, 2021",7,32
24-07-2021,9,-,10,Cocomelon,TV Show,,"Jun 1, 2020",269,952
24-07-2021,10,7,-,The Twilight Saga: Eclipse,Movie,,"Jul 16, 2021",6,16
25-07-2021,1,5,-,Blood Red Sky,Movie,Yes,"Jul 23, 2021",2,16
25-07-2021,2,1,1,Virgin River,TV Show,Yes,"Dec 6, 2019",43,323
25-07-2021,3,3,7,Manifest,TV Show,,"Jun 10, 2021",45,399
25-07-2021,4,2,2,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",24,179
25-07-2021,5,-,-,Twilight,Movie,,"Jul 16, 2021",1,6
25-07-2021,6,6,-,Masters of the Universe: Re…,TV Show,Yes,"Jul 23, 2021",2,10
25-07-2021,7,-,-,The Last Letter From Your L…,Movie,Yes,"Jul 23, 2021",1,4
25-07-2021,8,9,10,Cocomelon,TV Show,,"Jun 1, 2020",270,955
25-07-2021,9,7,-,The Twilight Saga: Breaking…,Movie,,"Jul 16, 2021",6,22
25-07-2021,10,-,-,The Twilight Saga: Breaking…,Movie,,"Jul 16, 2021",5,7
26-07-2021,1,1,-,Blood Red Sky,Movie,Yes,"Jul 23, 2021",3,26
26-07-2021,2,2,1,Virgin River,TV Show,Yes,"Dec 6, 2019",44,332
26-07-2021,3,3,6,Manifest,TV Show,,"Jun 10, 2021",46,407
26-07-2021,4,7,-,The Last Letter From Your L…,Movie,Yes,"Jul 23, 2021",2,11
26-07-2021,5,4,2,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",25,185
26-07-2021,6,5,-,Twilight,Movie,,"Jul 16, 2021",2,11
26-07-2021,7,9,-,The Twilight Saga: Breaking…,Movie,,"Jul 16, 2021",7,26
26-07-2021,8,8,-,Cocomelon,TV Show,,"Jun 1, 2020",271,958
26-07-2021,9,6,-,Masters of the Universe: Re…,TV Show,Yes,"Jul 23, 2021",3,12
26-07-2021,10,-,8,The Twilight Saga: New Moon,Movie,,"Jul 16, 2021",8,33
27-07-2021,1,1,-,Blood Red Sky,Movie,Yes,"Jul 23, 2021",4,36
27-07-2021,2,2,1,Virgin River,TV Show,Yes,"Dec 6, 2019",45,341
27-07-2021,3,3,4,Manifest,TV Show,,"Jun 10, 2021",47,415
27-07-2021,4,4,-,The Last Letter From Your L…,Movie,Yes,"Jul 23, 2021",3,18
27-07-2021,5,5,2,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",26,191
27-07-2021,6,8,-,Cocomelon,TV Show,,"Jun 1, 2020",272,963
27-07-2021,7,6,-,Twilight,Movie,,"Jul 16, 2021",3,15
27-07-2021,8,7,8,The Twilight Saga: Breaking…,Movie,,"Jul 16, 2021",8,29
27-07-2021,9,10,6,The Twilight Saga: New Moon,Movie,,"Jul 16, 2021",9,35
27-07-2021,10,-,7,The Twilight Saga: Eclipse,Movie,,"Jul 16, 2021",7,17
28-07-2021,1,-,-,All American,TV Show,,"Mar 28, 2019",29,173
28-07-2021,2,1,-,Blood Red Sky,Movie,Yes,"Jul 23, 2021",5,45
28-07-2021,3,2,1,Virgin River,TV Show,Yes,"Dec 6, 2019",46,349
28-07-2021,4,3,4,Manifest,TV Show,,"Jun 10, 2021",48,422
28-07-2021,5,5,2,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",27,197
28-07-2021,6,6,-,Cocomelon,TV Show,,"Jun 1, 2020",273,968
28-07-2021,7,4,-,The Last Letter From Your L…,Movie,Yes,"Jul 23, 2021",4,22
28-07-2021,8,-,-,The Walking Dead,TV Show,,"Sep 15, 2014",1,3
28-07-2021,9,7,-,Twilight,Movie,,"Jul 16, 2021",4,17
28-07-2021,10,8,7,The Twilight Saga: Breaking…,Movie,,"Jul 16, 2021",9,30
29-07-2021,1,1,-,All American,TV Show,,"Mar 28, 2019",30,183
29-07-2021,2,-,-,Love is Blind,TV Show,Yes,"Feb 13, 2020",10,49
29-07-2021,3,2,-,Blood Red Sky,Movie,Yes,"Jul 23, 2021",6,53
29-07-2021,4,3,1,Virgin River,TV Show,Yes,"Dec 6, 2019",47,356
29-07-2021,5,4,4,Manifest,TV Show,,"Jun 10, 2021",49,428
29-07-2021,6,6,-,Cocomelon,TV Show,,"Jun 1, 2020",274,973
29-07-2021,7,-,-,The Flash,TV Show,,"Oct 6, 2015",14,42
29-07-2021,8,5,2,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",28,200
29-07-2021,9,8,-,The Walking Dead,TV Show,,"Sep 15, 2014",2,5
29-07-2021,10,7,-,The Last Letter From Your L…,Movie,Yes,"Jul 23, 2021",5,23
30-07-2021,1,1,-,All American,TV Show,,"Mar 28, 2019",31,193
30-07-2021,2,2,-,Love is Blind,TV Show,Yes,"Feb 13, 2020",11,58
30-07-2021,3,4,1,Virgin River,TV Show,Yes,"Dec 6, 2019",48,364
